family,domain,skill,zip_name,zip_path,schema_version,run_name,seed,model_name,model_revision,finetuned,uses_training_partition,uses_validation_partition,baseline_definition,test_file,test_sha256,test_rows,prediction_rules_file,prediction_rules_sha256,input_builder,prediction_postprocessing,scoring_location,decoding,classifier_head_sha256,python_version,torch_version,transformers_version
bert,it,all_skills,bert_task_unadapted_it_all_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bert-task-unadapted-it-journal/bert_task_unadapted_it_all_skills_outputs.zip,task-unadapted-baseline,bert_it_all_skills_task_unadapted,13,KBLab/bert-base-swedish-cased,ce7c3424687f042f1320e0528293d492c82918c4,False,False,False,"Pretrained encoder plus a fixed-seed randomly initialized BIO head, with no task training",/kaggle/input/datasets/nguyenthanhminh01/new-it/prompt_safe_splits_40_10_50/datasets/it/all_skills/it_all_skills_test_seed13.jsonl,dfb77ace17445bf957a5a54d1189bd8c5636d2ce3652a6ebd2a1ae7c33710c3c,157,/kaggle/working/academic_prediction_rules/it_all_skills_rules.json,5a0a782a856de00fcd2d2ef0b5583e76fb881d2890b7eee83d67bfc1d7149e33,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_length': 512, 'document_stride': 128}",acb23b033fa94e13f9b4032420fb571eec551a7ec0e1ca93c454aa2a7c1ab198,3.12.13,2.10.0+cu128,5.0.0
bert,journal,nice_to_have,bert_task_unadapted_journal_nice_to_have_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bert-task-unadapted-it-journal/bert_task_unadapted_journal_nice_to_have_outputs.zip,task-unadapted-baseline,bert_journal_nice_to_have_task_unadapted,13,KBLab/bert-base-swedish-cased,ce7c3424687f042f1320e0528293d492c82918c4,False,False,False,"Pretrained encoder plus a fixed-seed randomly initialized BIO head, with no task training",/kaggle/input/datasets/nguyenthanhminh01/new-journal/prompt_safe_splits_40_10_50/datasets/journal/nice_to_have/journal_nice_to_have_test_seed13.jsonl,31ca34b2efaa4593bc4418e01e43e5ce5a324459f5a6edf6d3c030be231d651b,88,/kaggle/working/academic_prediction_rules/journal_nice_to_have_rules.json,838b979a92553fa919864c172b50f44b34156b7799cee03ebc80ffcfd5fa4a5d,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_length': 512, 'document_stride': 128}",acb23b033fa94e13f9b4032420fb571eec551a7ec0e1ca93c454aa2a7c1ab198,3.12.13,2.10.0+cu128,5.0.0
bert,merged,all_skills,bert_task_unadapted_merged_all_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bert-task-unadapted-merged/bert_task_unadapted_merged_all_skills_outputs.zip,task-unadapted-baseline,bert_merged_all_skills_task_unadapted,13,KBLab/bert-base-swedish-cased,ce7c3424687f042f1320e0528293d492c82918c4,False,False,False,"Pretrained encoder plus a fixed-seed randomly initialized BIO head, with no task training",/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/all_skills/merged_all_skills_test_seed13.jsonl,deeb3beb8f4e9bf5ec95f7ea5d2a2d286de6341cf2358d18dfe7c1c8c494b85a,318,/kaggle/working/academic_prediction_rules/merged_all_skills_rules.json,e2fc41d964b1beaca82a2f48c026b1f2f5389cd55f0d05cdb6d2d04bb0b1b3a5,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_length': 512, 'document_stride': 128}",acb23b033fa94e13f9b4032420fb571eec551a7ec0e1ca93c454aa2a7c1ab198,3.12.13,2.10.0+cu128,5.0.0
bert,merged,hard_skills,bert_task_unadapted_merged_hard_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bert-task-unadapted-merged/bert_task_unadapted_merged_hard_skills_outputs.zip,task-unadapted-baseline,bert_merged_hard_skills_task_unadapted,13,KBLab/bert-base-swedish-cased,ce7c3424687f042f1320e0528293d492c82918c4,False,False,False,"Pretrained encoder plus a fixed-seed randomly initialized BIO head, with no task training",/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/hard_skills/merged_hard_skills_test_seed13.jsonl,4078d1bf7238c51d8d272f42d19004d83ce70548259355b9af26b209185d6f05,317,/kaggle/working/academic_prediction_rules/merged_hard_skills_rules.json,bc6cace61e9e5300f5dd627971223eda55c5575aa8aff8e5c82a7da2d3883c4f,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_length': 512, 'document_stride': 128}",acb23b033fa94e13f9b4032420fb571eec551a7ec0e1ca93c454aa2a7c1ab198,3.12.13,2.10.0+cu128,5.0.0
bert,merged,soft_skills,bert_task_unadapted_merged_soft_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bert-task-unadapted-merged/bert_task_unadapted_merged_soft_skills_outputs.zip,task-unadapted-baseline,bert_merged_soft_skills_task_unadapted,13,KBLab/bert-base-swedish-cased,ce7c3424687f042f1320e0528293d492c82918c4,False,False,False,"Pretrained encoder plus a fixed-seed randomly initialized BIO head, with no task training",/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/soft_skills/merged_soft_skills_test_seed13.jsonl,8456c803e076ebc49814743409fe668398abbc6674a46b2524d137c437404483,294,/kaggle/working/academic_prediction_rules/merged_soft_skills_rules.json,e73fa024e2cdcf8dc7240bdbfecb5461ea1e7a010eedb528eb245d278767ece9,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_length': 512, 'document_stride': 128}",acb23b033fa94e13f9b4032420fb571eec551a7ec0e1ca93c454aa2a7c1ab198,3.12.13,2.10.0+cu128,5.0.0
bert,merged,distinct_skills,bert_task_unadapted_merged_distinct_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bert-task-unadapted-merged/bert_task_unadapted_merged_distinct_skills_outputs.zip,task-unadapted-baseline,bert_merged_distinct_skills_task_unadapted,13,KBLab/bert-base-swedish-cased,ce7c3424687f042f1320e0528293d492c82918c4,False,False,False,"Pretrained encoder plus a fixed-seed randomly initialized BIO head, with no task training",/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/distinct_skills/merged_distinct_skills_test_seed13.jsonl,8defd04fed9d54eeb6311a0dd0e4a61d89c1e46975ef2272128b289e21667889,140,/kaggle/working/academic_prediction_rules/merged_distinct_skills_rules.json,89daaeb924d57755c6e656634e8cb66d36a29228b13bbb16bf3787ff3b6092ae,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_length': 512, 'document_stride': 128}",acb23b033fa94e13f9b4032420fb571eec551a7ec0e1ca93c454aa2a7c1ab198,3.12.13,2.10.0+cu128,5.0.0
bert,merged,must_have,bert_task_unadapted_merged_must_have_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bert-task-unadapted-merged/bert_task_unadapted_merged_must_have_outputs.zip,task-unadapted-baseline,bert_merged_must_have_task_unadapted,13,KBLab/bert-base-swedish-cased,ce7c3424687f042f1320e0528293d492c82918c4,False,False,False,"Pretrained encoder plus a fixed-seed randomly initialized BIO head, with no task training",/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/must_have/merged_must_have_test_seed13.jsonl,1391392be0146d28ca20508091da4459ec67671817fb73fa285ef89bb4204fe0,303,/kaggle/working/academic_prediction_rules/merged_must_have_rules.json,bc209d0b26ee4c5a33158939951a22671b0f5bf8a7b8e3523bf8c1e735dc1806,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_length': 512, 'document_stride': 128}",acb23b033fa94e13f9b4032420fb571eec551a7ec0e1ca93c454aa2a7c1ab198,3.12.13,2.10.0+cu128,5.0.0
bert,merged,nice_to_have,bert_task_unadapted_merged_nice_to_have_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bert-task-unadapted-merged/bert_task_unadapted_merged_nice_to_have_outputs.zip,task-unadapted-baseline,bert_merged_nice_to_have_task_unadapted,13,KBLab/bert-base-swedish-cased,ce7c3424687f042f1320e0528293d492c82918c4,False,False,False,"Pretrained encoder plus a fixed-seed randomly initialized BIO head, with no task training",/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/nice_to_have/merged_nice_to_have_test_seed13.jsonl,1453835895c8be32132564a029f458ebde2886f6ead001c404859918d4c72ec2,172,/kaggle/working/academic_prediction_rules/merged_nice_to_have_rules.json,a057eeebec85794264843dab6053c526d7b599a60f5f35fc79a88def9a020222,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_length': 512, 'document_stride': 128}",acb23b033fa94e13f9b4032420fb571eec551a7ec0e1ca93c454aa2a7c1ab198,3.12.13,2.10.0+cu128,5.0.0
bart,it,all_skills,bart_task_unadapted_it_all_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_it_all_skills_outputs.zip,task-unadapted-baseline,bart_it_all_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-it/prompt_safe_splits_40_10_50/datasets/it/all_skills/it_all_skills_test_seed13.jsonl,dfb77ace17445bf957a5a54d1189bd8c5636d2ce3652a6ebd2a1ae7c33710c3c,157,/kaggle/working/academic_prediction_rules/it_all_skills_rules.json,5a0a782a856de00fcd2d2ef0b5583e76fb881d2890b7eee83d67bfc1d7149e33,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,it,hard_skills,bart_task_unadapted_it_hard_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_it_hard_skills_outputs.zip,task-unadapted-baseline,bart_it_hard_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-it/prompt_safe_splits_40_10_50/datasets/it/hard_skills/it_hard_skills_test_seed13.jsonl,36c71ea201f49fc1c1e9468934e09ba884f6568aa34cef007e9ef2550b1a6ee3,157,/kaggle/working/academic_prediction_rules/it_hard_skills_rules.json,1faa7d5e44b131e0286961986751393a165ba37618443bcbf3799473757a3592,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,it,soft_skills,bart_task_unadapted_it_soft_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_it_soft_skills_outputs.zip,task-unadapted-baseline,bart_it_soft_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-it/prompt_safe_splits_40_10_50/datasets/it/soft_skills/it_soft_skills_test_seed13.jsonl,e5ec4020eff40e33435759b5e5f7c8fccac23d2be4b5bc4e1b8857efe3ebc8ab,153,/kaggle/working/academic_prediction_rules/it_soft_skills_rules.json,f0e8bd8c8b88420bbcfc82a1e8d83379e07cd2b44ddb6e8d205348dda628fbcd,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
