section,item,passed,evidence
prediction_rules,BERT_IT.py:PREDICTED_SKILL_STOPWORDS,True,embedded=285 generated=285
training_scripts,BERT_IT_DISTINCT_SKILLS.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_IT_DISTINCT_SKILLS.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_IT_DISTINCT_SKILLS.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_IT_DISTINCT_SKILLS.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_IT_DISTINCT_SKILLS.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_IT_DISTINCT_SKILLS.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_IT_DISTINCT_SKILLS.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_IT_DISTINCT_SKILLS.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_IT_DISTINCT_SKILLS.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_IT_DISTINCT_SKILLS.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_IT_DISTINCT_SKILLS.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_IT_DISTINCT_SKILLS.py:seed_before_initialization,True,calls=3
training_scripts,BERT_IT_DISTINCT_SKILLS.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_IT_DISTINCT_SKILLS.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_IT_DISTINCT_SKILLS.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_IT_DISTINCT_SKILLS.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_IT_DISTINCT_SKILLS.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_IT_DISTINCT_SKILLS.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_IT_DISTINCT_SKILLS.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_IT_DISTINCT_SKILLS.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=0 generated=0
prediction_rules,BERT_IT_DISTINCT_SKILLS.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=6 generated=6
prediction_rules,BERT_IT_DISTINCT_SKILLS.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_IT_DISTINCT_SKILLS.py:PREDICTED_SKILL_STOPWORDS,True,embedded=286 generated=286
training_scripts,BERT_IT_HARD_SKILLS.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_IT_HARD_SKILLS.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_IT_HARD_SKILLS.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_IT_HARD_SKILLS.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_IT_HARD_SKILLS.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_IT_HARD_SKILLS.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_IT_HARD_SKILLS.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_IT_HARD_SKILLS.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_IT_HARD_SKILLS.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_IT_HARD_SKILLS.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_IT_HARD_SKILLS.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_IT_HARD_SKILLS.py:seed_before_initialization,True,calls=3
training_scripts,BERT_IT_HARD_SKILLS.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_IT_HARD_SKILLS.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_IT_HARD_SKILLS.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_IT_HARD_SKILLS.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_IT_HARD_SKILLS.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_IT_HARD_SKILLS.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_IT_HARD_SKILLS.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_IT_HARD_SKILLS.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=23 generated=23
prediction_rules,BERT_IT_HARD_SKILLS.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=17 generated=17
prediction_rules,BERT_IT_HARD_SKILLS.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_IT_HARD_SKILLS.py:PREDICTED_SKILL_STOPWORDS,True,embedded=285 generated=285
training_scripts,BERT_IT_MUST_HAVE.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_IT_MUST_HAVE.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_IT_MUST_HAVE.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_IT_MUST_HAVE.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_IT_MUST_HAVE.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_IT_MUST_HAVE.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_IT_MUST_HAVE.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_IT_MUST_HAVE.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_IT_MUST_HAVE.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_IT_MUST_HAVE.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_IT_MUST_HAVE.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_IT_MUST_HAVE.py:seed_before_initialization,True,calls=3
training_scripts,BERT_IT_MUST_HAVE.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_IT_MUST_HAVE.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_IT_MUST_HAVE.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_IT_MUST_HAVE.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_IT_MUST_HAVE.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_IT_MUST_HAVE.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_IT_MUST_HAVE.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_IT_MUST_HAVE.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=18 generated=18
prediction_rules,BERT_IT_MUST_HAVE.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=14 generated=14
prediction_rules,BERT_IT_MUST_HAVE.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_IT_MUST_HAVE.py:PREDICTED_SKILL_STOPWORDS,True,embedded=286 generated=286
training_scripts,BERT_IT_NICE_TO_HAVE.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_IT_NICE_TO_HAVE.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_IT_NICE_TO_HAVE.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_IT_NICE_TO_HAVE.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_IT_NICE_TO_HAVE.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_IT_NICE_TO_HAVE.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_IT_NICE_TO_HAVE.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_IT_NICE_TO_HAVE.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_IT_NICE_TO_HAVE.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_IT_NICE_TO_HAVE.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_IT_NICE_TO_HAVE.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_IT_NICE_TO_HAVE.py:seed_before_initialization,True,calls=3
training_scripts,BERT_IT_NICE_TO_HAVE.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_IT_NICE_TO_HAVE.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_IT_NICE_TO_HAVE.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_IT_NICE_TO_HAVE.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_IT_NICE_TO_HAVE.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_IT_NICE_TO_HAVE.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_IT_NICE_TO_HAVE.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_IT_NICE_TO_HAVE.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=11 generated=11
prediction_rules,BERT_IT_NICE_TO_HAVE.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=11 generated=11
prediction_rules,BERT_IT_NICE_TO_HAVE.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_IT_NICE_TO_HAVE.py:PREDICTED_SKILL_STOPWORDS,True,embedded=286 generated=286
training_scripts,BERT_IT_SOFT_SKILLS.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_IT_SOFT_SKILLS.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_IT_SOFT_SKILLS.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_IT_SOFT_SKILLS.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_IT_SOFT_SKILLS.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_IT_SOFT_SKILLS.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_IT_SOFT_SKILLS.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_IT_SOFT_SKILLS.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_IT_SOFT_SKILLS.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_IT_SOFT_SKILLS.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_IT_SOFT_SKILLS.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_IT_SOFT_SKILLS.py:seed_before_initialization,True,calls=3
training_scripts,BERT_IT_SOFT_SKILLS.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_IT_SOFT_SKILLS.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_IT_SOFT_SKILLS.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_IT_SOFT_SKILLS.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_IT_SOFT_SKILLS.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_IT_SOFT_SKILLS.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_IT_SOFT_SKILLS.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_IT_SOFT_SKILLS.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=0 generated=0
prediction_rules,BERT_IT_SOFT_SKILLS.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=18 generated=18
prediction_rules,BERT_IT_SOFT_SKILLS.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_IT_SOFT_SKILLS.py:PREDICTED_SKILL_STOPWORDS,True,embedded=286 generated=286
training_scripts,BERT_JOURNAL.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_JOURNAL.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_JOURNAL.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_JOURNAL.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_JOURNAL.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_JOURNAL.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_JOURNAL.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_JOURNAL.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_JOURNAL.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_JOURNAL.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_JOURNAL.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_JOURNAL.py:seed_before_initialization,True,calls=3
training_scripts,BERT_JOURNAL.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_JOURNAL.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_JOURNAL.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_JOURNAL.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_JOURNAL.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_JOURNAL.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_JOURNAL.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_JOURNAL.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=2 generated=2
prediction_rules,BERT_JOURNAL.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=14 generated=14
prediction_rules,BERT_JOURNAL.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_JOURNAL.py:PREDICTED_SKILL_STOPWORDS,True,embedded=286 generated=286
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:seed_before_initialization,True,calls=3
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_JOURNAL_DISTINCT_SKILLS.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_JOURNAL_DISTINCT_SKILLS.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=1 generated=1
prediction_rules,BERT_JOURNAL_DISTINCT_SKILLS.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=11 generated=11
prediction_rules,BERT_JOURNAL_DISTINCT_SKILLS.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_JOURNAL_DISTINCT_SKILLS.py:PREDICTED_SKILL_STOPWORDS,True,embedded=286 generated=286
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:seed_before_initialization,True,calls=3
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_JOURNAL_HARD_SKILLS.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_JOURNAL_HARD_SKILLS.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=4 generated=4
prediction_rules,BERT_JOURNAL_HARD_SKILLS.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=14 generated=14
prediction_rules,BERT_JOURNAL_HARD_SKILLS.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_JOURNAL_HARD_SKILLS.py:PREDICTED_SKILL_STOPWORDS,True,embedded=286 generated=286
training_scripts,BERT_JOURNAL_MUST_HAVE.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_JOURNAL_MUST_HAVE.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_JOURNAL_MUST_HAVE.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_JOURNAL_MUST_HAVE.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_JOURNAL_MUST_HAVE.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_JOURNAL_MUST_HAVE.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_JOURNAL_MUST_HAVE.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_JOURNAL_MUST_HAVE.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_JOURNAL_MUST_HAVE.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_JOURNAL_MUST_HAVE.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_JOURNAL_MUST_HAVE.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_JOURNAL_MUST_HAVE.py:seed_before_initialization,True,calls=3
training_scripts,BERT_JOURNAL_MUST_HAVE.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_JOURNAL_MUST_HAVE.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_JOURNAL_MUST_HAVE.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_JOURNAL_MUST_HAVE.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_JOURNAL_MUST_HAVE.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_JOURNAL_MUST_HAVE.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_JOURNAL_MUST_HAVE.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_JOURNAL_MUST_HAVE.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=1 generated=1
prediction_rules,BERT_JOURNAL_MUST_HAVE.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=12 generated=12
prediction_rules,BERT_JOURNAL_MUST_HAVE.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_JOURNAL_MUST_HAVE.py:PREDICTED_SKILL_STOPWORDS,True,embedded=286 generated=286
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:exact_hpo_returned,True,"return metrics[""f1""]"
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:validation_eval_mode,True,model.eval()
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:no_epoch_checkpoints,True,"save_strategy=""no"""
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:shared_input_builder,True,"return ""\n"".join(parts).strip()"
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:exact_dedupe_only,True,Normalize exact duplicates only; preserve distinct nested skill labels.
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:global_one_to_one,True,def maximum_cardinality_pairs(
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:token_containment,True,def is_contiguous_subseq(
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:seed_before_initialization,True,calls=3
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:bert_window,True,MAX_LEN = 512
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:bert_stride,True,DOC_STRIDE = 128
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:weighted_loss,True,class WeightedTokenTrainer(Trainer):
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:weight_formula,True,weights = torch.sqrt(outside_count / counts.float())
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:weight_cap,True,BIO_CLASS_WEIGHT_MAX = 10.0
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:outside_weight,True,"weights[LABEL2ID[""O""]] = 1.0"
training_scripts,BERT_JOURNAL_NICE_TO_HAVE.py:word_boundary_expansion,True,"expand_span_to_word_boundaries(text, s, e)"
prediction_rules,BERT_JOURNAL_NICE_TO_HAVE.py:PREDICTED_SKILL_ALLOWLIST,True,embedded=1 generated=1
prediction_rules,BERT_JOURNAL_NICE_TO_HAVE.py:PREDICTED_SKILL_FRAGMENT_BLACKLIST,True,embedded=11 generated=11
prediction_rules,BERT_JOURNAL_NICE_TO_HAVE.py:PREDICTED_SKILL_FRAGMENT_PREFIXES,True,embedded=0 generated=0
prediction_rules,BERT_JOURNAL_NICE_TO_HAVE.py:PREDICTED_SKILL_STOPWORDS,True,embedded=286 generated=286
training_scripts,BERT_JOURNAL_SOFT_SKILLS.py:one_seed,True,SEEDS = [13]
training_scripts,BERT_JOURNAL_SOFT_SKILLS.py:twenty_hpo_trials,True,HPO_TRIALS = 20
training_scripts,BERT_JOURNAL_SOFT_SKILLS.py:seeded_tpe,True,optuna.samplers.TPESampler(seed=seed)
training_scripts,BERT_JOURNAL_SOFT_SKILLS.py:exact_hpo_logged,True,"""eval_exact_f1"": metrics[""f1""]"
